#DDB;#CAS;NAME_DDB;NAME_UD;disp. e/kB [K];Mainclass
383;292-64-8;Cyclooctane;CYCLOOCTANE;115.7023;Alkane
384;502-41-0;Cycloheptanol;Cycloheptanol;102.7646889;Alcohol
385;627-08-7;Propyl isopropyl ether;;;
387;95-93-2;1,2,4,5-Tetramethylbenzene;1,2,4,5-TETRAMETHYLBENZENE;116.75992;Alkane
388;629-50-5;Tridecane;N-TRIDECANE;115.7023;Alkane
389;99-87-6;4-Isopropyltoluene;P-CYMENE;116.75992;Alkane
394;97-88-1;Methacrylic acid, butyl ester;N-BUTYL_METHACRYLATE;101.547;Ester
395;100-18-5;1,4-Diisopropylbenzene;P-DIISOPROPYLBENZENE;116.58365;Alkane
396;99-89-8;4-Isopropylphenol;4-Isopropylphenol;106.0784545;Alcohol
397;1978-24-1;Perfluorooxacyclononane;Perfluorooxacyclononane;74.725824;HalogenatedHydrocarbon
398;111-84-2;Nonane;N-NONANE;115.7023;Alkane
399;123-38-6;Propanal;PROPANAL;84.453675;Carbonyl
400;554-12-1;Methyl propanoate;METHYL_PROPIONATE;91.52256667;Ester
401;1678-91-7;Ethylcyclohexane;ETHYLCYCLOHEXANE;115.7023;Alkane
404;112-34-5;Diethylene glycol monobutyl ether;2-(2-BUTOXYETHOXY)ETHANOL;102.651775;no_class_defined_in_mainclasses.txt
405;106-70-7;Hexanoic acid methyl ester;Hexanoic_acid_methyl_ester;99.58247778;Acids
406;111-11-5;Octanoic acid methyl ester;Octanoic_acid_methyl_ester;102.5133545;Acids
407;110-42-9;Decanoic acid methyl ester;METHYL_DECANOATE;104.5424231;Ester
408;90-15-3;1-Naphthol;1-Naphthol;107.4680083;Alcohol
409;19961-27-4;Ethyl isopropyl amine;Ethyl_isopropyl_amine;105.0246429;Amine
410;996-35-0;Dimethyl isopropyl amine;Dimethyl_isopropyl_amine;99.00026667;Amine
411;110-68-9;Methyl butyl amine;Methyl_butyl_amine;105.0246429;Amine
414;25265-71-8;Dipropylene glycol;DIPROPYLENE_GLYCOL;92.70585455;no_class_defined_in_mainclasses.txt
416;628-63-7;Amyl acetate;N-PENTYL_ACETATE;99.58247778;Ester
417;108-83-8;Diisobutyl ketone;DIISOBUTYL_KETONE;103.20285;Carbonyl
418;110-74-7;Formic acid propyl ester;N-PROPYL_FORMATE;91.52256667;Ester
420;352-93-2;Diethyl sulfide;DIETHYL_SULFIDE;;Thioether
421;13360-63-9;Ethyl butyl amine;Ethyl_butyl_amine;106.35935;Amine
422;124-09-4;1,6-Hexanediamine;HEXAMETHYLENEDIAMINE;107.4898;Amine
423;109-21-7;Butanoic acid butyl ester;N-BUTYL_N-BUTYRATE;101.19446;Ester
424;111-69-3;1,4-Dicyanobutane;ADIPONITRILE;101.78395;(Iso)Nitril
425;65-85-0;Benzoic acid;BENZOIC_ACID;92.61662;Acids
426;763-32-6;3-Methyl-3-buten-1-ol;3-Methyl-3-buten-1-ol;99.57185714;Alcohol
427;359-70-6;Perfluorotriethylamine;;;
428;107-46-0;Hexamethyl disiloxane;Hexamethyl_disiloxane;;Other
429;3425-61-4;tert.Pentyl hydroperoxide;tert.Pentyl_hydroperoxide;98.637;Other
430;563-80-4;Methyl isopropyl ketone;METHYL_ISOPROPYL_KETONE;94.86988333;Carbonyl
431;123-04-6;1-Chloro-2-ethylhexane;1-Chloro-2-ethylhexane;114.4302;HalogenatedHydrocarbon
432;106-36-5;Propanoic acid propyl ester;N-PROPYL_PROPIONATE;97.5675;Ester
433;91-22-5;Quinoline;QUINOLINE;114.18118;Aromatics
434;107-19-7;2-Propyn-1-ol;PROPARGYL_ALCOHOL;72.56132;no_classes_defined_in_substances.txt
435;827-52-1;Phenylcyclohexane;CYCLOHEXYLBENZENE;116.58365;Alkane
436;120-83-2;2,4-Dichlorophenol;2,4-Dichlorophenol;102.82629;Alcohol
442;106-89-8;Epichlorohydrin;ALPHA-EPICHLOROHYDRIN;109.39574;no_class_defined_in_mainclasses.txt
443;112-27-6;Triethylene glycol;TRIETHYLENE_GLYCOL;92.94856667;no_class_defined_in_mainclasses.txt
446;75-72-9;Chlorotrifluoromethane [R13];CHLOROTRIFLUOROMETHANE;75.75022;HalogenatedHydrocarbon
447;542-18-7;Chlorocyclohexane;CHLOROCYCLOHEXANE;114.0667429;HalogenatedHydrocarbon
448;111-77-3;Diethylene glycol monomethyl ether;2-(2-METHOXYETHOXY)ETHANOL;98.3016;no_class_defined_in_mainclasses.txt
449;21035-44-9;N-Ethyl-sec.butylamine;N-Ethyl-sec.butylamine;106.35935;Amine
450;624-64-6;trans-2-Butene;TRANS-2-BUTENE;116.58365;Alkene
451;616-38-6;Carbonic acid dimethyl ester;DIMETHYL_CARBONATE;88.17525;Carbonate
453;502-56-7;5-Nonanone;5-NONANONE;103.20285;Carbonyl
454;109-59-1;2-Isopropoxyethanol;2-Isopropoxyethanol;98.637;Alcohol
455;4439-24-1;Ethylene glycol monoisobutyl ether;Ethylene_glycol_monoisobutyl_ether;100.5331444;Alcohol
456;111-90-0;Diethylene glycol ethyl ether;2-(2-ETHOXYETHOXY)ETHANOL;100.04167;no_class_defined_in_mainclasses.txt
457;115-11-7;Isobutylene;ISOBUTENE;116.58365;Alkene
458;110-49-6;Ethylene glycol acetate monomethyl ether;2-METHOXYACETATE-ETHANOL;95.0570125;no_class_defined_in_mainclasses.txt
459;78-84-2;2-Methylpropanal;2-METHYLPROPANAL;90.7034;Carbonyl
460;590-18-1;cis-2-Butene;CIS-2-BUTENE;116.58365;Alkene
461;75-64-9;tert-Butylamine;TERT-BUTYLAMINE;108.6630143;Amine
463;111-46-6;Diethylene glycol;DIETHYLENE_GLYCOL;87.59553333;no_class_defined_in_mainclasses.txt
464;589-34-4;3-Methylhexane;3-METHYLHEXANE;115.7023;Alkane
465;96-33-3;2-Propenoic acid methyl ester;METHYL_ACRYLATE;92.11013333;Ester
466;355-42-0;Perfluorohexane;Perfluorohexane;71.76295;HalogenatedHydrocarbon
467;120-82-1;1,2,4-Trichlorobenzene;1,2,4-TRICHLOROBENZENE;113.0611333;Aromatics
468;463-82-1;2,2-Dimethylpropane;NEOPENTANE;115.7023;Alkane
470;108-11-2;4-Methyl-2-pentanol;4-METHYL-2-PENTANOL;101.1474875;Alcohol
471;92-52-4;Biphenyl;BIPHENYL;117.465;Alkane
472;101-81-5;Diphenylmethane;DIPHENYLMETHANE;117.3294077;Alkane
474;135-98-8;sec-Butylbenzene;SEC-BUTYLBENZENE;116.75992;Alkane
476;763-29-1;2-Methyl-1-pentene;2-METHYL-1-PENTENE;116.2898667;Alkene
477;691-37-2;4-Methyl-1-pentene;4-METHYL-1-PENTENE;116.2898667;Alkene
479;2146-39-6;2-Vinylbicyclo[2.2.1]heptane;2-Vinylbicyclo[2.2.1]heptane;116.0940111;Other
484;77-73-6;Dicyclopentadiene;DICYCLOPENTADIENE;116.40738;Alkene
485;112-95-8;Eicosane;N-EICOSANE;115.7023;Alkane
487;108-67-8;1,3,5-Trimethylbenzene;MESITYLENE;116.8774333;Alkane
488;140-11-4;Acetic acid benzyl ester;BENZYL_ACETATE;103.4748273;Ester
489;88-72-2;o-Nitrotoluene;O-NITROTOLUENE;81.38726;otherNitrogenCompounds
490;99-08-1;m-Nitrotoluene;M-NITROTOLUENE;81.38726;otherNitrogenCompounds
491;99-99-0;p-Nitrotoluene;P-NITROTOLUENE;81.38726;otherNitrogenCompounds
495;104-90-5;5-Ethyl-2-methylpyridine;5-Ethyl-2-methylpyridine;113.2287444;Other
497;112-36-7;Diethylene glycol diethyl ether;DIETHYLENE_GLYCOL_DIETHYL_ETHER;110.2248727;Ether
498;764-99-8;Diethylene glycol divinyl ether;;;
499;334-48-5;Capric acid;N-DECANOIC_ACID;97.13053077;Acids
500;107-51-7;Octamethyltrisiloxane;;;
501;556-67-2;Octamethylcyclotetrasiloxane;;;
502;119-65-3;Isoquinoline;ISOQUINOLINE;114.18118;Aromatics
503;91-63-4;Quinaldine;QUINALDINE;114.3194636;Aromatics
504;118-61-6;Salicylic acid ethyl ester;Salicylic_acid_ethyl_ester;96.39916923;Acids
505;101-84-8;Diphenyl ether;DIPHENYL_ETHER;115.7844923;Ether
506;491-35-0;4-Methylquinoline;4-Methylquinoline;114.3194636;Alcohol
507;612-60-2;7-Methylquinoline;;;
509;13466-78-9;3,7,7-Trimethylbicyclo[4.1.0]hept-3-ene;;;
510;138-86-3;Limonene;;;
513;89-80-5;Menthone (isomeric mixture);;;
514;1490-04-6;Menthol;;;
515;112-42-5;1-Undecanol;1-UNDECANOL;106.7454923;Alcohol
516;544-76-3;Hexadecane;N-HEXADECANE;115.7023;Alkane
518;84-74-2;Phthalic acid dibutyl ester;DI-N-BUTYL_PHTHALATE;101.72327;Ester
519;109-43-3;Decanedioic acid dibutyl ester;DIBUTYL_SEBACATE;102.5133545;Ester
520;514-10-3;Abietic acid;ABIETIC_ACID;105.5117696;Acids
521;92-06-8;m-Terphenyl;M-TERPHENYL;117.465;Alkane
522;95-63-6;1,2,4-Trimethylbenzene;1,2,4-TRIMETHYLBENZENE;116.8774333;Alkane
523;526-73-8;1,2,3-Trimethylbenzene;1,2,3-TRIMETHYLBENZENE;116.8774333;Alkane
526;29911-28-2;Dipropylene glycol butyl ether;;;
529;110-53-2;1-Bromopentane;1-Bromopentane;;HalogenatedHydrocarbon
533;75-50-3;Trimethylamine;TRIMETHYLAMINE;90.64925;Amine
534;1455-13-6;O-Deuteromethanol;;;
535;112-53-8;1-Dodecanol;1-DODECANOL;107.3852643;Alcohol
542;126-33-0;Sulfolane;SULFOLANE;;Sulfoxide&Sulfonyl
543;925-93-9;O-Deuteroethanol;;;
546;141-43-5;Monoethanolamine;MONOETHANOLAMINE;92.02894286;no_class_defined_in_mainclasses.txt
548;1081-77-2;Nonylbenzene;N-NONYLBENZENE;116.40738;Alkane
551;76-14-2;1,2-Dichlorotetrafluoroethane [R114];1,2-DICHLOROTETRAFLUOROETHANE;81.454825;HalogenatedHydrocarbon
552;75-43-4;Dichlorofluoromethane [R21];DICHLOROFLUOROMETHANE;94.285225;HalogenatedHydrocarbon
553;629-78-7;Heptadecane;N-HEPTADECANE;115.7023;Alkane
555;110-05-4;Di-tert.butyl peroxide;DI-T-BUTYL_PEROXIDE;111.68552;PeroxyNoAcid
556;75-91-2;tert.Butyl hydroperoxide;T-BUTYL_HYDROPEROXIDE;96.1991;PeroxyNoAcid
557;141-79-7;4-Methyl-3-penten-2-one;MESITYL_OXIDE;98.34957143;Carbonyl
559;107-39-1;2,4,4-Trimethyl-1-pentene;2,4,4-TRIMETHYL-1-PENTENE;116.142975;Alkene
560;617-84-5;N,N-Diethylformamide;N,N-DIETHYLFORMAMIDE;83.52991429;Amide
562;110-13-4;2,5-Hexanedione;2,5-Hexanedione;84.453675;Carbonyl
563;111-55-7;Ethylene glycol diacetate;ETHYLENE_GLYCOL_DIACETATE;86.68662;Ester
568;17071-47-5;Butyl isobutyl ether;Butyl_isobutyl_ether;113.4707556;Ether
569;628-55-7;Diisobutyl ether;DIISOBUTYL_ETHER;113.4707556;Ether
575;76-37-9;2,2,3,3-Tetrafluoro-1-propanol;2,2,3,3-Tetrafluoro-1-propanol;74.86668889;Alcohol
576;583-58-4;3,4-Dimethylpyridine;;;
577;108-75-8;2,4,6-Trimethylpyridine;2,4,6-TRIMETHYLPYRIDINE;113.2287444;Aromatics
579;74-93-1;Methanethiol;METHYL_MERCAPTAN;;Thiol
580;115-10-6;Dimethyl ether;DIMETHYL_ETHER;109.0076667;Ether
581;74-87-3;Methyl chloride;METHYL_CHLORIDE;109.97785;HalogenatedHydrocarbon
582;920-66-1;1,1,1,3,3,3-Hexafluoro-2-propanol;1,1,1,3,3,3-Hexafluoro-2-propanol;70.87852727;Alcohol
585;84-66-2;Phthalic acid diethyl ester;DIETHYL_PHTHALATE;98.2285125;Ester
586;693-02-7;1-Hexyne;1-HEXYNE;99.1579;Alkyne
587;628-71-7;1-Heptyne;1-HEPTYNE;101.5213857;Alkyne
590;123-75-1;Pyrrolidine;PYRROLIDINE;103.2450333;Amine
597;621-77-2;Tripentylamine;Tripentylamine;109.4390375;Amine
598;76-05-1;Trifluoroacetic acid;TRIFLUOROACETIC_ACID;61.9842375;no_class_defined_in_mainclasses.txt
599;766-15-4;4,4-Dimethyl-1,3-dioxane;;;
600;592-76-7;1-Heptene;1-HEPTENE;116.2059286;Alkene
601;592-42-7;1,5-Hexadiene;1,5-HEXADIENE;116.8774333;Alkene
602;2432-90-8;Phthalic acid didodecyl ester;;;
603;122-32-7;Triolein;;;
604;105-66-8;Butanoic acid propyl ester;N-PROPYL_N-BUTYRATE;99.58247778;Ester
605;627-19-0;1-Pentyne;1-PENTYNE;95.84902;Alkyne
606;629-97-0;Docosane;N-DOCOSANE;115.7023;Alkane
607;1087-49-6;1,6-Diphenylhexane;;;
608;554-84-7;m-Nitrophenol;;;
609;103-73-1;Ethoxybenzene;PHENETOLE;114.6458889;Ether
610;6737-11-7;3-Buten-2-ol acetate;;;
611;1195-79-5;Fenchone;;;
612;112-14-1;Octyl acetate;N-OCTYL_ACETATE;103.6124333;Ester
613;78-59-1;3,5,5-Trimethyl-2-cyclohexen-1-one;ISOPHORONE;103.55539;Carbonyl
614;110-63-4;1,4-Butanediol;1,4-BUTANEDIOL;86.592675;Alcohol
615;537-40-6;Trilinolein;;;
616;591-78-6;2-Hexanone;2-HEXANONE;97.84594286;Carbonyl
617;76-06-2;Nitrotrichloromethane;;;
618;108-64-5;Ethyl isovalerate;ETHYL_ISOVALERATE;99.58247778;Ester
619;100-02-7;p-Nitrophenol;4-NITROPHENOL;73.92149091;no_class_defined_in_mainclasses.txt
620;630-20-6;1,1,1,2-Tetrachloroethane [R130a];1,1,1,2-TETRACHLOROETHANE;108.0697;HalogenatedHydrocarbon
621;76-01-7;Pentachloroethane;PENTACHLOROETHANE;107.5245143;HalogenatedHydrocarbon
622;507-40-4;tert-Butyl hypochlorite;;;
623;111-97-7;2,2'-Dicyano diethyl sulfide;2,2'-Dicyano_diethyl_sulfide;;Other
624;1656-48-0;3,3'-Oxybispropionitrile;BIS(CYANOETHYL)ETHER;101.0988889;no_class_defined_in_mainclasses.txt
625;96-48-0;gamma-Butyrolactone;GAMMA-BUTYROLACTONE;91.52256667;Ester
626;1003-38-9;2,5-Dimethyltetrahydrofuran;2,5-Dimethyltetrahydrofuran;112.8331714;Other
627;589-81-1;3-Methylheptane;3-METHYLHEPTANE;115.7023;Alkane
628;112-49-2;Triethylene glycol dimethyl ether;TRIETHYLENE_GLYCOL_DIMETHYL_ETHER;109.0076667;Ether
629;376-27-2;Pentadecafluorooctanoic acid methyl ester;;;
630;95-53-4;o-Methylaniline;O-TOLUIDINE;111.83242;Amine
631;60-01-5;Butanoic acid-1,2,3-propanetriyl ester;;;
632;117-82-8;Bis(2-methoxyethyl) phthalate;;;
633;117-81-7;Bis(2-ethylhexyl) phthalate;;;
634;79-27-6;1,1,2,2-Tetrabromoethane;1,1,2,2-TETRABROMOETHANE;;HalogenatedHydrocarbon
635;112-62-9;Methyl oleate;METHYL_OLEATE;108.961681;no_class_defined_in_mainclasses.txt
637;123-63-7;2,4,6-Trimethyl-1,3,5-trioxane;PARALDEHYDE;109.0076667;Ether
638;13021-49-3;1-Ethyl-3-propyl glycerol ether;;;
639;13021-50-6;1-Ethyl-3-isopropyl glycerol ether;;;
640;13021-51-7;1-Methyl-3-butyl glycerol ether;;;
641;13021-52-8;1-Ethyl-3-butyl glycerol ether;;;
642;13021-53-9;1-Methyl-3-tert-butyl glycerol ether;;;
643;13021-54-0;1,3-Diisopropyl glycerol ether;;;
644;13021-55-1;1-Methyl-3-pentyl glycerol ether;;;
645;13021-56-2;1-Methyl-3-isopentyl glycerol ether;;;
646;13021-57-3;1-Methyl-3-(2-pentyl) glycerol ether;;;
647;629-92-5;Nonadecane;N-NONADECANE;115.7023;Alkane
648;29911-27-1;Dipropylene glycol propyl ether;;;
649;96077-04-2;Tripropylene glycol propyl ether;;;
650;1331-22-2;Methylcyclohexanone <Isomer not specified>;;;
651;1330-20-7;Xylene <Isomer not specified>;;;
652;84-76-4;Phthalic acid dinonyl ester;DI-N-NONYL_PHTHALATE;106.3829467;Ester
653;50-21-5;Lactic acid;LACTIC_ACID;70.9683625;no_class_defined_in_mainclasses.txt
654;99-14-9;Tricarballylic acid;;;
655;85-68-7;Phthalic acid benzyl butyl ester;;;
656;3452-09-3;1-Nonyne;1-NONYNE;104.6727;Alkyne
657;13423-15-9;3-Methyltetrahydrofuran;;;
658;553-90-2;Dimethyl oxalate;DIMETHYL-OXALATE;79.4327;Ester
659;355-02-2;Perfluoromethylcyclohexane;;;
660;464-40-4;Pentaerythritol tetrakis(perfluorobutyrate);;;
661;565-61-7;3-Methyl-2-pentanone;3-METHYL-2-PENTANONE;97.84594286;Carbonyl
662;75-97-8;3,3-Dimethyl-2-butanone;3,3-DIMETHYL-2-BUTANONE;97.84594286;Carbonyl
663;565-80-0;2,4-Dimethyl-3-pentanone;DIISOPROPYL_KETONE;100.0779875;Carbonyl
664;1122-60-7;Nitrocyclohexane;;;
665;137-32-6;2-Methyl-1-butanol;2-METHYL-1-BUTANOL;99.06822857;Alcohol
666;75-84-3;2,2-Dimethyl-1-propanol;2,2-DIMETHYL-1-PROPANOL;99.06822857;Alcohol
667;6032-29-7;2-Pentanol;2-PENTANOL;99.06822857;Alcohol
668;584-02-1;3-Pentanol;3-PENTANOL;99.06822857;Alcohol
669;598-75-4;3-Methyl-2-butanol;3-METHYL-2-BUTANOL;99.06822857;Alcohol
670;75-85-4;tert-Pentanol;2-METHYL-2-BUTANOL;99.06822857;Alcohol
671;7294-05-5;2,2,3-Trimethyl-3-pentanol;;;
672;1569-50-2;3-Penten-2-ol;;;
673;616-25-1;1-Penten-3-ol;;;
674;821-09-0;4-Pentene-1-ol;;;
675;4798-58-7;4-Hexen-3-ol;;;
676;4798-45-2;2-Methyl-4-penten-3-ol;;;
677;4798-44-1;1-Hexen-3-ol;;;
678;594-83-2;2,3,3-Trimethyl-2-butanol;2,3,3-Trimethyl-2-butanol;102.7646889;Alcohol
679;597-49-9;3-Ethyl-3-pentanol;3-Ethyl-3-pentanol;102.7646889;Alcohol
680;595-41-5;2,3-Dimethyl-3-pentanol;;;
681;4911-70-0;2,3-Dimethyl-2-pentanol;2,3-DIMETHYL-2-PENTANOL;102.7646889;Alcohol
682;625-06-9;2,4-Dimethyl-2-pentanol;;;
683;597-96-6;3-Methyl-3-hexanol;;;
684;625-23-0;2-Methyl-2-hexanol;;;
685;3970-62-5;2,2-Dimethyl-3-pentanol;;;
686;600-36-2;2,4-Dimethyl-3-pentanol;2,4-Dimethyl-3-pentanol;102.7646889;Alcohol
687;77-74-7;3-Methyl-3-pentanol;3-METHYL-3-PENTANOL;101.1474875;Alcohol
688;594-60-5;2,3-Dimethyl-2-butanol;;;
689;590-36-3;2-Methyl-2-pentanol;;;
690;464-07-3;3,3-Dimethyl-2-butanol;;;
691;565-60-6;3-Methyl-2-pentanol;;;
692;623-37-0;3-Hexanol;;;
693;626-93-7;2-Hexanol;2-HEXANOL;101.1474875;Alcohol
694;1185-33-7;2,2-Dimethyl-1-butanol;;;
695;107-04-0;1-Bromo-2-chloroethane;1-Bromo-2-chloroethane;;HalogenatedHydrocarbon
696;142-28-9;1,3-Dichloropropane;1,3-DICHLOROPROPANE;111.12274;HalogenatedHydrocarbon
697;141-28-6;Diethyl adipate;DIETHYL-ADIPATE;94.97681429;Ester
698;74-95-3;Dibromomethane [R30B2];DIBROMOMETHANE;;HalogenatedHydrocarbon
699;91-23-6;2-Methoxynitrobenzene;O-NITROANISOLE;82.681;no_class_defined_in_mainclasses.txt
700;109-64-8;1,3-Dibromopropane;1,3-Dibromopropane;;HalogenatedHydrocarbon
701;75-12-7;Formamide;FORMAMIDE;80.8484;Amide
702;119-61-9;Benzophenone;BENZOPHENONE;108.2850071;Carbonyl
703;122-39-4;Diphenylamine;DIPHENYLAMINE;111.8743571;Amine
704;586-11-8;3,5-Dinitrophenol;;;
705;95-49-8;o-Chlorotoluene;O-CHLOROTOLUENE;115.5932125;Aromatics
706;625-48-9;2-Nitroethanol;;;
707;93-89-0;Ethyl benzoate;ETHYL_BENZOATE;103.4748273;Ester
708;106-94-5;Propyl bromide;1-BROMOPROPANE;;HalogenatedHydrocarbon
709;108-41-8;m-Chlorotoluene;;;
710;2902-96-7;2-Nitro-1-propanol;;;
711;84-78-6;Phthalic acid butyl octyl ester;;;
712;1569-01-3;1-Propoxy-2-propanol;PROPYLENE_GLYCOL_N-PROPYL_ETHER;100.5331444;no_class_defined_in_mainclasses.txt
713;10215-30-2;2-Propoxy-1-propanol;2-PROPOXY-1-PROPANOL;100.5331444;no_class_defined_in_mainclasses.txt
716;302-17-0;2,2,2-Trichloro-1,1-ethanediol;;;
717;79-39-0;2-Methyl propenoic acid amide <Methacrylamide>;2-METHACRYLAMIDE;94.3592875;Amide
718;503-74-2;3-Methylbutanoic acid;ISOVALERIC_ACID;85.523175;Acids
719;141-97-9;Ethyl acetoacetate;ETHYL_ACETOACETATE;85.6942;no_class_defined_in_mainclasses.txt
720;623-42-7;Methyl butanoate;METHYL_N-BUTYRATE;94.97681429;Ester
721;111-29-5;1,5-Pentanediol;1,5-PENTANEDIOL;89.82707778;Alcohol
722;36653-82-4;1-Hexadecanol;1-HEXADECANOL;109.2334944;Alcohol
723;112-92-5;1-Octadecanol;1-OCTADECANOL;109.880375;Alcohol
724;1120-21-4;n-Undecane;N-UNDECANE;115.7023;Alkane
725;3221-61-2;2-Methyloctane;2-METHYLOCTANE;115.7023;Alkane
726;565-75-3;2,3,4-Trimethyl pentane;2,3,4-TRIMETHYLPENTANE;115.7023;Alkane
727;629-62-9;Pentadecane;N-PENTADECANE;115.7023;Alkane
728;108-32-7;Propylene carbonate;PROPYLENE_CARBONATE;92.10768571;Carbonate
729;2189-60-8;Octylbenzene;N-OCTYLBENZENE;116.4577429;Alkane
730;504-63-2;1,3-Propanediol;1,3-PROPYLENE_GLYCOL;82.43415714;Alcohol
731;1634-09-9;1-Butylnaphthalene;1-N-BUTYLNAPHTHALENE;116.9613714;Alkane
732;2876-51-9;1-Octylnaphthalene;;;
733;1127-76-0;1-Ethylnaphthalene;1-ETHYLNAPHTHALENE;117.1712167;Alkane
734;629-11-8;1,6-Hexanediol;1,6-HEXANEDIOL;92.4146;Alcohol
735;505-60-2;2,2'-Dichloro diethyl sulfide;BIS(2-CHLOROETHYL)SULFIDE;;no_class_defined_in_mainclasses.txt
736;79-43-6;Dichloroacetic acid;DICHLOROACETIC_ACID;77.94075714;no_class_defined_in_mainclasses.txt
737;629-05-0;1-Octyne;1-OCTYNE;103.294;Alkyne
738;149-57-5;2-Ethyl hexanoic acid;2-ETHYL_HEXANOIC_ACID;93.75384545;Acids
739;88-09-5;2-Ethyl butyric acid;2-ETHYL_BUTYRIC_ACID;88.87641111;Acids
740;69-72-7;Salicylic acid;SALICYLIC_ACID;86.761025;no_class_defined_in_mainclasses.txt
741;121-92-6;3-Nitro benzoic acid;3-NITROBENZOICACID;70.73434615;no_class_defined_in_mainclasses.txt
743;109-68-2;2-Pentene;;;
744;542-10-9;1,1-Ethanediol diacetate;ETHYLIDENE_DIACETATE;86.68662;Ester
745;111-14-8;Heptanoic acid;N-HEPTANOIC_ACID;91.559;Acids
747;75-26-3;Isopropyl bromide;2-BROMOPROPANE;;HalogenatedHydrocarbon
748;78-77-3;1-Bromo-2-methylpropane;;;
749;107-82-4;1-Bromo-3-methylbutane;;;
750;106-43-4;p-Chlorotoluene;P-CHLOROTOLUENE;115.5932125;Aromatics
751;112-41-4;1-Dodecene;1-DODECENE;115.9960833;Alkene
752;2855-19-8;1,2-Epoxy dodecane;;;
753;110-62-3;Valeraldehyde;PENTANAL;94.86988333;Carbonyl
754;66-25-1;Hexanal;HEXANAL;97.84594286;Carbonyl
755;111-71-7;Heptanal;HEPTANAL;100.0779875;Carbonyl
756;124-13-0;Octanal;OCTANAL;101.8140222;Carbonyl
757;124-19-6;Nonanal;NONANAL;103.20285;Carbonyl
758;6921-35-3;2,2-Dimethyl-1,3-epoxy propane;;;
759;95-13-6;Indene;INDENE;117.2691444;Alkene
760;591-76-4;2-Methylhexane;2-METHYLHEXANE;115.7023;Alkane
761;544-25-2;Cycloheptatriene;;;
762;589-43-5;2,4-Dimethylhexane;2,4-DIMETHYLHEXANE;115.7023;Alkane
763;98-06-6;tert-Butylbenzene;TERT-BUTYLBENZENE;116.75992;Alkane
764;111-48-8;2,2'-Diethyl-dihydroxy sulfide;THIODIGLYCOL;;no_class_defined_in_mainclasses.txt
765;1600-44-8;Tetramethylene sulfoxide;;;
766;120-80-9;1,2-Dihydroxybenzene <Pyrocatechol>;1,2-BENZENEDIOL;93.47222;Aromatics
767;60-24-2;2-Mercapto ethanol;2-MERCAPTOETHANOL;;no_class_defined_in_mainclasses.txt
769;77-77-0;Divinylsulfone;Divinylsulfone;;Carbonyl
770;872-93-5;3-Methyl sulfolane;3-METHYL_SULFOLANE;;Sulfoxide&Sulfonyl
771;1603-91-4;2-Amino-4-methyl thiazole;;;
772;2568-33-4;3-Methyl-1,3-butanediol;3-Methyl-1,3-butanediol;89.82707778;Alcohol
773;108-45-2;m-Phenylenediamine;M-PHENYLENEDIAMINE;108.37115;Amine
774;142-68-7;Tetrahydropyran;OXACYCLOHEXANE;112.3549833;Ether
775;76-03-9;Trichloroacetic acid;TRICHLOROACETIC_ACID;81.2298375;no_class_defined_in_mainclasses.txt
776;60-80-0;Antipyrine;ANTIPYRINE;93.46535;no_classes_defined_in_substances.txt
777;552-89-6;2-Nitrobenzaldehyde;;;
778;99-61-6;3-Nitrobenzaldehyde;M-NITROBENZALDEHYDE;73.14367273;no_class_defined_in_mainclasses.txt
779;555-16-8;4-Nitrobenzaldehyde;;;
780;88-75-5;o-Nitrophenol;o-Nitrophenol;73.92149091;Alcohol
781;1072-05-5;2,6-Dimethylheptane;2,6-DIMETHYLHEPTANE;115.7023;Alkane
782;1653-19-6;2,3-Dichloro-1,3-butadiene;;;
783;110-61-2;1,2-Dicyanoethane;SUCCINONITRILE;97.1445;(Iso)Nitril
784;1072-16-8;2,7-Dimethyloctane;2,7-DIMETHYLOCTANE;115.7023;Alkane
785;2801-86-7;7,8-Dimethyltetradecane;;;
786;1640-89-7;Ethylcyclopentane;ETHYLCYCLOPENTANE;115.7023;Alkane
787;3875-51-2;Isopropylcyclopentane;ISOPROPYLCYCLOPENTANE;115.7023;Alkane
788;2040-95-1;Butylcyclopentane;N-BUTYLCYCLOPENTANE;115.7023;Alkane
789;4457-00-5;Hexylcyclopentane;N-HEXYLCYCLOPENTANE;115.7023;Alkane
790;4810-01-9;2-Cyclopentyloctane;;;
791;2980-70-3;1,4-Dicyclopentylbutane;;;
792;91-17-8;Decalin <Isomer not specified>;;;
793;25340-17-4;Diethylbenzene <Isomer not specified>;;;
794;3982-67-0;1-Ethyl-2,4,6-trimethylbenzene;;;
795;4810-04-2;1-Propyl-2,4,6-trimethylbenzene;;;
796;4810-05-3;1-Allyl-2,4,6-trimethylbenzene;;;
797;4810-06-4;2-Phenyl-2,4,6-trimethylheptane;;;
798;4809-94-3;1-Methyl-2-phenylcyclopentane;;;
799;4810-07-5;1-Ethyl-2-phenylcyclopentane;;;
800;563-78-0;2,3-Dimethyl-1-butene;2,3-DIMETHYL-1-BUTENE;116.2898667;Alkene
801;112-05-0;Nonanoic acid;N-NONANOIC_ACID;95.58288333;Acids
802;95-50-1;o-Dichlorobenzene;O-DICHLOROBENZENE;114.1621;Aromatics
803;108-44-1;m-Methylaniline;M-TOLUIDINE;111.83242;Amine
804;14321-27-8;Benzylethylamine;;;
